rekrutacja,kolejność_plików,publication_date,print_datetime,page,page_total,wojewodztwo,lp,dziedzina_medycyny,numer_wniosku,tryb_szkolenia,punktacja_proc,srednia_arytmetyczna,data_zlozenia_wniosku,ilość_zakwalifikowanych_w_trybie,czy_miejsca_doktoranckie,doktoranckie_podmiot,doktoranckie_jednostka
w-2026,15,14.04.2026,14.04.2026 12:16:11,1,85,Dolnośląskie,31,Choroby płuc,2026/004164,Rezydencki,85.78,3.88,04.02.2026 07:07:59,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,1,85,Dolnośląskie,32,Choroby płuc,2026/003351,Rezydencki,85.37,4.67,03.03.2026 20:45:50,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,1,85,Dolnośląskie,33,Choroby płuc,2026/008034,Rezydencki,84.78,4.30,05.03.2026 20:36:03,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,1,85,Dolnośląskie,34,Choroby płuc,2026/003298,Rezydencki,77.40,3.38,05.03.2026 13:13:14,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,35,Choroby płuc,2026/008030,Pozarezydencki,76.27,4.19,04.03.2026 20:27:47,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,36,Choroby płuc,2026/011685,Pozarezydencki,71.30,4.10,09.03.2026 14:17:47,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,37,Choroby płuc,2026/008174,Pozarezydencki,65.60,3.89,04.03.2026 17:31:24,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,38,Choroby wewnętrzne,2026/006642,Rezydencki,88.52,4.27,15.02.2026 14:56:15,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,39,Choroby wewnętrzne,2026/003626,Rezydencki,86.60,3.80,02.02.2026 11:41:49,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,40,Choroby wewnętrzne,2026/010037,Rezydencki,84.29,4.29,09.03.2026 12:27:51,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,41,Choroby wewnętrzne,2026/007022,Rezydencki,82.38,4.70,26.02.2026 21:35:50,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,42,Choroby wewnętrzne,2026/011638,Rezydencki,80.92,4.08,13.03.2026 16:21:10,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,43,Choroby wewnętrzne,2026/008931,Rezydencki,79.81,3.92,05.03.2026 08:59:52,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,44,Choroby wewnętrzne,2026/003778,Rezydencki,79.43,4.62,05.03.2026 17:03:24,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,45,Choroby wewnętrzne,2026/009531,Rezydencki,79.05,3.41,24.02.2026 22:47:07,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,46,Choroby wewnętrzne,2026/009155,Rezydencki,77.40,4.05,05.03.2026 21:53:03,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,47,Choroby wewnętrzne,2026/011080,Rezydencki,75.96,3.61,27.02.2026 19:16:17,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,48,Choroby wewnętrzne,2026/008930,Rezydencki,75.12,4.12,05.03.2026 09:16:37,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,49,Choroby wewnętrzne,2026/005970,Rezydencki,73.21,3.79,06.03.2026 12:23:39,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,50,Choroby wewnętrzne,2026/005130,Rezydencki,73.04,3.75,14.02.2026 21:56:58,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,51,Choroby wewnętrzne,2026/005021,Rezydencki,69.71,4.08,04.03.2026 14:10:33,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,52,Choroby wewnętrzne,2026/011734,Rezydencki,69.23,3.50,09.03.2026 22:22:39,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,53,Choroby wewnętrzne,2026/008650,Rezydencki,67.14,3.66,05.03.2026 21:33:09,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,54,Choroby wewnętrzne,2026/011182,Rezydencki,59.33,3.73,27.02.2026 21:09:48,17,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,55,Choroby wewnętrzne,2026/005680,Pozarezydencki,67.59,0.00,04.03.2026 21:46:21,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,56,Choroby zakaźne,2026/010079,Rezydencki,85.89,3.85,23.03.2026 20:04:56,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,57,Choroby zakaźne,2026/008197,Rezydencki,76.19,4.14,05.03.2026 10:34:12,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,58,Choroby zakaźne,2026/008201,Rezydencki,70.95,3.98,05.03.2026 13:34:58,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,59,Dermatologia i wenerologia,2026/010652,Rezydencki,93.78,4.29,06.03.2026 10:16:00,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,60,Dermatologia i wenerologia,2026/011446,Rezydencki,92.75,4.75,07.03.2026 16:59:04,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,61,Dermatologia i wenerologia,2026/011755,Rezydencki,92.75,4.50,02.03.2026 21:37:06,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,62,Diabetologia,2026/007647,Pozarezydencki,81.51,4.30,11.03.2026 12:02:25,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,63,Diabetologia,2026/003321,Pozarezydencki,80.18,3.78,11.03.2026 12:18:06,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,64,Diabetologia,2026/008602,Pozarezydencki,80.05,4.57,22.02.2026 17:45:29,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,65,Diabetologia,2026/006407,Pozarezydencki,75.45,3.23,25.02.2026 22:14:42,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,66,Gastroenterologia dziecięca,2026/010051,Pozarezydencki,80.70,3.21,25.02.2026 22:39:45,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,67,Geriatria,2026/006285,Rezydencki,84.21,3.82,27.02.2026 21:40:16,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,68,Geriatria,2026/009992,Pozarezydencki,83.18,0.00,09.03.2026 09:53:02,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,69,Hematologia,2026/007005,Rezydencki,90.43,4.83,24.02.2026 18:11:56,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,2,85,Dolnośląskie,70,Hematologia,2026/009954,Rezydencki,88.41,3.87,13.03.2026 23:37:59,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,71,Kardiochirurgia,2026/003339,Rezydencki,82.86,4.19,09.03.2026 12:31:26,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,72,Kardiochirurgia,2026/010702,Pozarezydencki,69.27,4.04,27.02.2026 00:26:40,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,73,Kardiochirurgia,2026/010629,Pozarezydencki,65.60,3.86,12.03.2026 22:24:12,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,74,Kardiologia,2026/008469,Rezydencki,89.95,3.14,10.03.2026 12:31:34,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,75,Kardiologia,2026/007636,Rezydencki,89.37,4.69,23.02.2026 09:56:50,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,76,Kardiologia,2026/005086,Rezydencki,89.37,4.22,09.03.2026 21:09:44,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,77,Kardiologia,2026/003414,Rezydencki,89.13,4.49,04.02.2026 16:29:02,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,78,Kardiologia,2026/011326,Rezydencki,88.78,3.78,28.02.2026 23:58:29,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,79,Kardiologia,2026/010617,Rezydencki,88.73,3.85,09.03.2026 14:54:55,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,80,Kardiologia,2026/007070,Rezydencki,88.28,4.35,16.02.2026 21:49:26,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,81,Kardiologia,2026/008579,Rezydencki,88.04,4.36,23.02.2026 17:59:47,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,82,Kardiologia,2026/011126,Rezydencki,87.92,3.87,27.02.2026 19:42:38,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,83,Kardiologia,2026/008914,Rezydencki,86.67,4.41,24.02.2026 15:52:39,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,84,Kardiologia,2026/009265,Rezydencki,86.67,3.61,27.02.2026 17:43:27,11,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,85,Kardiologia,2026/008535,Pozarezydencki,82.65,4.36,10.03.2026 10:59:29,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,86,Kardiologia,2026/009393,Pozarezydencki,78.18,0.00,09.03.2026 19:58:43,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,87,Kardiologia,2026/011459,Pozarezydencki,76.74,3.85,24.03.2026 16:39:00,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,88,Kardiologia,2026/009699,Pozarezydencki,69.59,4.20,12.03.2026 20:48:07,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,89,Kardiologia dziecięca,2026/004629,Pozarezydencki,70.91,3.82,10.03.2026 21:59:00,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,90,Medycyna paliatywna,2026/009925,Rezydencki,83.90,4.10,10.03.2026 12:36:39,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,91,Medycyna paliatywna,2026/006999,Rezydencki,76.08,4.70,18.02.2026 11:13:25,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,92,Medycyna paliatywna,2026/010589,Pozarezydencki,84.55,4.56,22.03.2026 21:59:46,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,93,Medycyna paliatywna,2026/007275,Pozarezydencki,75.45,3.51,11.03.2026 10:32:59,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,94,Medycyna paliatywna,2026/005340,Pozarezydencki,72.95,3.60,16.03.2026 18:11:10,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,95,Medycyna paliatywna,2026/011451,Pozarezydencki,72.50,4.91,10.03.2026 19:21:14,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,96,Medycyna paliatywna,2026/004565,Pozarezydencki,56.68,0.00,24.03.2026 10:49:45,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,97,Medycyna pracy,2026/003427,Pozarezydencki,79.32,4.57,20.03.2026 01:10:00,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,98,Medycyna ratunkowa,2026/010551,Rezydencki,74.04,3.56,27.02.2026 18:25:24,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,99,Medycyna ratunkowa,2026/007575,Rezydencki,67.46,0.00,18.02.2026 12:14:17,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,100,Medycyna ratunkowa,2026/009905,Rezydencki,66.51,3.81,26.02.2026 13:42:09,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,101,Medycyna rodzinna,2026/010347,Rezydencki,92.89,4.79,10.03.2026 20:43:22,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,102,Medycyna rodzinna,2026/004330,Rezydencki,87.68,4.29,05.03.2026 10:49:42,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,103,Medycyna rodzinna,2026/010167,Rezydencki,86.96,3.91,17.03.2026 13:21:02,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,104,Medycyna rodzinna,2026/008598,Rezydencki,85.85,4.16,23.02.2026 22:19:56,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,105,Medycyna rodzinna,2026/007174,Rezydencki,84.69,4.48,26.02.2026 14:42:14,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,3,85,Dolnośląskie,106,Medycyna rodzinna,2026/008134,Rezydencki,82.69,0.00,18.03.2026 20:19:48,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,107,Medycyna rodzinna,2026/008391,Rezydencki,82.38,4.31,27.02.2026 10:40:04,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,108,Medycyna rodzinna,2026/006134,Rezydencki,80.86,4.34,05.03.2026 11:05:48,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,109,Medycyna rodzinna,2026/007827,Rezydencki,78.74,3.08,12.03.2026 12:34:54,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,110,Medycyna rodzinna,2026/008722,Rezydencki,78.37,4.54,05.03.2026 21:58:21,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,111,Medycyna rodzinna,2026/005116,Rezydencki,77.88,3.86,10.03.2026 09:18:57,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,112,Medycyna rodzinna,2026/008596,Rezydencki,77.51,3.90,09.03.2026 21:28:05,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,113,Medycyna rodzinna,2026/007948,Rezydencki,77.40,4.12,09.03.2026 17:57:24,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,114,Medycyna rodzinna,2026/011842,Rezydencki,76.10,0.00,11.03.2026 15:07:25,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,115,Medycyna rodzinna,2026/007900,Rezydencki,75.36,4.17,19.02.2026 23:45:30,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,116,Medycyna rodzinna,2026/003447,Rezydencki,74.51,3.50,05.03.2026 11:07:38,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,117,Medycyna rodzinna,2026/011236,Rezydencki,66.51,2.92,28.02.2026 19:38:26,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,118,Medycyna rodzinna,2026/009390,Rezydencki,63.46,3.10,06.03.2026 14:17:32,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,119,Medycyna rodzinna,2026/003753,Rezydencki,61.24,4.20,03.03.2026 22:52:39,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,120,Medycyna rodzinna,2026/004947,Rezydencki,61.24,3.30,20.03.2026 21:53:01,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,121,Medycyna rodzinna,2026/011629,Rezydencki,56.86,3.30,28.02.2026 18:53:09,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,122,Medycyna rodzinna,2026/007641,Rezydencki,56.04,3.51,12.03.2026 18:52:04,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,123,Medycyna rodzinna,2026/011816,Rezydencki,54.81,0.00,13.03.2026 18:57:48,23,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,124,Medycyna rodzinna,2026/004322,Pozarezydencki,67.28,4.44,13.03.2026 19:26:49,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,125,Medycyna rodzinna,2026/003374,Pozarezydencki,66.97,4.04,05.03.2026 13:37:23,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,126,Medycyna rodzinna,2026/011398,Pozarezydencki,66.04,4.22,19.03.2026 17:31:00,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,127,Medycyna rodzinna,2026/006695,Pozarezydencki,63.30,0.00,08.03.2026 18:08:02,4,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,128,Nefrologia,2026/010032,Rezydencki,84.29,4.40,16.03.2026 23:04:40,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,129,Nefrologia,2026/005677,Rezydencki,83.81,3.86,06.03.2026 12:41:48,2,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,130,Nefrologia,2026/004537,Pozarezydencki,85.05,4.64,05.03.2026 13:14:23,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,131,Nefrologia,2026/007700,Pozarezydencki,72.81,4.39,05.03.2026 09:04:17,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,132,Nefrologia,2026/011007,Pozarezydencki,58.18,3.30,06.03.2026 14:22:16,3,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,133,Neurologia,2026/011297,Rezydencki,89.23,3.78,04.03.2026 18:53:31,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,134,Neurologia,2026/003537,Rezydencki,85.10,4.35,04.03.2026 15:26:14,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,135,Neurologia,2026/003345,Rezydencki,82.14,3.43,27.02.2026 19:28:53,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,136,Neurologia,2026/011944,Rezydencki,76.70,0.00,28.02.2026 23:53:55,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,137,Neurologia,2026/011238,Rezydencki,56.86,3.81,11.03.2026 11:29:28,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,138,Neurologia dziecięca,2026/010939,Pozarezydencki,71.59,4.04,05.03.2026 10:14:55,1,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,139,Okulistyka,2026/010670,Rezydencki,89.00,4.30,01.03.2026 18:13:26,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,140,Okulistyka,2026/009004,Rezydencki,88.52,4.27,27.02.2026 22:20:42,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,141,Okulistyka,2026/004502,Rezydencki,88.24,3.96,02.03.2026 22:10:38,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,4,85,Dolnośląskie,142,Okulistyka,2026/007106,Rezydencki,87.80,4.04,22.02.2026 20:14:17,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,5,85,Dolnośląskie,143,Okulistyka,2026/005527,Rezydencki,87.56,4.25,06.03.2026 15:16:58,5,NIE,,
w-2026,15,14.04.2026,14.04.2026 12:16:11,5,85,Dolnośląskie,144,Okulistyka,2026/009073,Pozarezydencki,82.50,4.43,10.03.2026 19:26:43,1,NIE,,
